,date,tweet,clean_tweets,len,Sentiment
182,2020-05-26 20:24:20,"Just tryna smoke the fattest backwoods in denver, at the top of the Warwick hotel. If this corona shit ever stops.",tryna smoke fattest backwoods denver top warwick hotel rona shit ever stops,75,1
183,2020-05-26 20:24:20,"RT @shankar6763: @OpIndia_com @Joisgirish When you can't control #Corona, control @republic, the conscience of the Nation.",shankar opindia joisgirish ntrol corona ntrol republic nscience nation,70,0
184,2020-05-26 20:24:20,"RT @Sassypaws: Apparently, about 25% of the number of deaths reported to the CDC are not ""caused by"" the Coronavirus but are ""due to"" (i.e.…",sassypaws apparently number deaths repo ed cdc caused coronavirus due e,71,-1
185,2020-05-26 20:24:21,"RT @WhoNehr: - Nepal is changing Map

- China is intruding LAC

- Shramik Train losing its track

- Corona cases increasing

Meanwhile BJP…",whonehr nepal changing map china intruding lac shramik train losing track corona cases increasing meanwhile bjp,111,0
186,2020-05-26 20:24:21,"RT @henrymance: Woah, this seems far-fetched. But I have checked on the Wayback Machine and get the same result. 

What else could explain…",henrymance woah seems far fetched checked wayback machine get result else uld explain,85,1
187,2020-05-26 20:24:22,RT @tumisole: They’ll be selling ‘Corona Water Cleanser’ at the Churches!,tumisole selling corona water cleanser churches,47,0
188,2020-05-26 20:24:22,@ThorstenPolleit @mises @GOLD @stocks @investing @corona @europe @US @fed @PrestonPysh Is that what you were talkin… https://t.co/8ZycOWI2Gv,thorstenpolleit mises gold stocks investing rona europe us fed prestonpysh talkin zycowi gv,91,0
189,2020-05-26 20:24:22,"RT @PTIofficial: When nothing else works, make personal attacks; quite an old tactic of PMLN. Since Shahbaz Sharif is now a politically nob…",ptiofficial nothing else works make personal attacks quite old tactic pmln since shahbaz sharif politically nob,111,1
190,2020-05-26 20:24:22,"RT @WhoNehr: - Nepal is changing Map

- China is intruding LAC

- Shramik Train losing its track

- Corona cases increasing

Meanwhile BJP…",whonehr nepal changing map china intruding lac shramik train losing track corona cases increasing meanwhile bjp,111,0
191,2020-05-26 20:24:22,"@drphilhammond @patcp66 Highly advanced Research put an end to corona pandemic in days.
Only for highly educated pe… https://t.co/twn499z3c7",drphilhammond patcp highly advanced research put end rona pandemic days highly educated pe twn z c,98,1
192,2020-05-26 20:24:23,RT @davidscottjaffe: My local game store- @GameEmpireSD- is now open. And it looks like they are being responsible about tha Corona w/masks…,davids ttjaffe local game store gameempiresd open looks like responsible tha corona w masks,91,-1
193,2020-05-26 20:24:23,@ValaAfshar @Wipro Azim g a legend can't be described in words. He is not oppurtunist beggar businessmen like amban… https://t.co/5CjTrdNxy1,valaafshar wipro azim g legend described words oppu unist beggar businessmen like amban cjtrdnxy,96,0
194,2020-05-26 20:24:23,RT @mfstarg: police brutality n corona .. americans love killing fellow americans for some fckn reason . least patriotic shit i ever heard…,mfstarg police brutality n rona americans love killing fellow americans fckn reason least patriotic shit ever heard,115,0
195,2020-05-26 20:24:24,"RT @mcmansionhell: Hello! Are you tired of seeing design blogs posting cyberpunk masks &amp; ""post-Corona design solutions"" involving giant soc…",mcmansionhell hello tired seeing design blogs posting cyberpunk masks amp post corona design solutions involving giant soc,122,-1
196,2020-05-26 20:24:26,Gas the way back in like January Conor briefly mentioned he might go to Canada this summer and I cried thinking bou… https://t.co/ZN2FiRjB2F,gas way back like january conor briefly mentioned might go canada summer cried thinking bou zn firjb f,102,0
197,2020-05-26 20:24:26,RT @tharealjuiicyk: @CocoAve They risking corona for white women,tharealjuiicyk co ave risking rona white women,46,0
198,2020-05-26 20:24:26,RT @funnyfacegh: Ghana will be sweet after corona virus .. TO GOD BE THE GLORY .. never be up on ur dreams and always be happy no matter wh…,funnyfacegh ghana sweet rona virus god glory never ur dreams always happy matter wh,83,1
199,2020-05-26 20:24:26,RT @MugoyaMusa: Click https://t.co/cxabLsai6P to watch @MediaAgendas experience as @ISERUganda's Community Outreach Officer during #Lockdow…,mugoyamusa click cxablsai p watch mediaagendas experience iseruganda community outreach officer lockdow,103,0
200,2020-05-26 20:24:27,"RT @Rabipirzada: کرونا قرنطینہ اور میری مہندی
Quarantine times start for me unless i get my corona results negative. My last days of Eid we…",rabipirzada quarantine times sta unless get rona results negative last days eid,79,-1
201,2020-05-26 20:24:27,"RT @mqakhokhar: #Corona situation is worsening in #Pakistan, which now has 18th largest number of #COVID19 patients in the world. Please ma…",mqakhokhar corona situation worsening pakistan th largest number covid patients world please,92,0
202,2020-05-26 20:24:28,RT @HasanSaeed6: Someone lost their father to Corona and multiple family members including his mother tested positive as well. He looked af…,hasansaeed someone lost father corona multiple family members including mother tested positive well looked af,109,1
203,2020-05-26 20:24:28,"What if this corona virus was nothing but PLACEBO ! 
#coronavirus 
#Covid_19",rona virus nothing placebo ronavirus covid,42,0
204,2020-05-26 20:24:29,"RT @CMShehbaz: The pattern of leadership or no leadership at all displayed by Imran Khan in times of crises is abysmal, to put it mildly. A…",cmshehbaz pattern leadership leadership displayed imran khan times crises abysmal put mildly,92,1
205,2020-05-26 20:24:29,"RT @KiranKS: 1) Why sudden aggression of China from the Tibet &amp; Aksai Chin sides against India in Ladakh?

Three reasons:
a) Divert from Co…",kiranks sudden aggression china tibet amp aksai chin sides india ladakh three reasons dive co,93,0
206,2020-05-26 20:24:29,"What's happening to the world. In present Corona is ruining the world, people are losing their families, dieing wit… https://t.co/1b9AjNJ1C7",happening world present corona ruining world people losing families dieing wit b ajnj c,87,0
207,2020-05-26 20:24:30,"RT @Awsh995: The Church of the Nativity in Bethlehem opens its doors after more than 80 days of closure due to Corona.
 #Act4Palestine http…",awsh church nativity bethlehem opens doors days closure due corona act palestine,80,-1
208,2020-05-26 20:24:31,"RT @AUThackeray: The good news: @mybmcWardGS now has 1002 happily recovered persons who fought and won against corona virus. 
Let’s spread…",authackeray good news mybmcwardgs happily vered persons fought rona virus let spread,84,1
209,2020-05-26 20:24:31,Meanwhile corona https://t.co/xQdLoKwizL,meanwhile rona xqdlokwizl,25,0
210,2020-05-26 20:24:32,RT @ZamundaTwice: “Man that corona? If you even BREATHED in the air you were dead. Six feet under!” - me to my nieces &amp; nephews in 2040 htt…,zamundatwice man rona even breathed air dead six feet nieces amp nephews htt,76,-1
211,2020-05-26 20:24:32,"Instead of having introductions or orientations, they have us read welcome slides cause of ms rona. Uni! Corona! Yay!",instead introductions orientations us read wel slides cause ms rona uni corona yay,82,0
212,2020-05-26 20:24:32,RT @corona_cards: Our cards can be customised and sent to anyone of any age. We recently sent #cards to a 15 year old struggling with #depr…,rona cards cards customised sent anyone age recently sent cards year old struggling depr,88,1
213,2020-05-26 20:24:33,"I have an embarrassing amount of friends who think they already had corona and have been out for Mother’s Day, Memo… https://t.co/Zkiyj2Y5Zf",embarrassing amount friends think already rona mother day memo zkiyj zf,71,0
214,2020-05-26 20:24:33,Here is a link for those who live in CA to sign up for free testing I already got my free test and I’ll update w/ m… https://t.co/Qug7TYVD3Z,link live ca sign free testing already got free test update w qug tyvd z,72,1
215,2020-05-26 20:24:34,The two most embarrassing incompetent Anglo-Saxon buffoons in English speaking history.,two embarrassing mpetent anglo saxon buffoons english speaking history,70,0
216,2020-05-26 20:24:34,"RT @AUThackeray: The good news: @mybmcWardGS now has 1002 happily recovered persons who fought and won against corona virus. 
Let’s spread…",authackeray good news mybmcwardgs happily vered persons fought rona virus let spread,84,1
217,2020-05-26 20:24:34,#Corona Estonia  BIG ASS STEPMOM CANT GO OUT WITH CORONAVIRUS LOCKDOWN SO SHE FUCKS HER SON porn usa https://t.co/Y4CfDuDjqO,corona estonia big ass stepmom cant go coronavirus lockdown fucks son porn usa cfdudjqo,87,0
218,2020-05-26 20:24:34,@babyilove816 @gig_taiko Its okay. @RSAAH_  got us covered with the snake Don plushie for the non-far easterners of… https://t.co/Qbyep8kQvj,babyilove gig taiko okay rsaah got us vered snake plushie non far easterners qbyep kqvj,87,1
219,2020-05-26 20:24:35,RT @Kevin_Maguire: Johnson paying a high price for his poor judgment on Cummings https://t.co/Su0D4CW9sO,kevin maguire johnson paying high price poor judgment cummings su cw,68,-1
220,2020-05-26 20:24:36,@AdvoBarryRoux Not about essentials anymore we just live like there is no corona virus,advobarryroux essentials anymore live like rona virus,53,1
221,2020-05-26 20:24:37,RT @CMShehbaz: Sudden increase in corona cases is deeply unsettling but was expected given confused policy of this incompetent &amp; directionl…,cmshehbaz sudden increase rona cases deeply unsettling expected given nfused policy mpetent amp directionl,106,-1
222,2020-05-26 20:24:38,@realDonaldTrump Are you to dumb to understand that playing golf is near to no risk to contract or spread Corona? O… https://t.co/1tJjdvAUXe,realdonaldtrump dumb understand playing golf near risk ntract spread corona tjjdvauxe,85,-1
223,2020-05-26 20:24:39,This thread needs to be read,thread needs read,17,0
224,2020-05-26 20:24:39,RT @ZamundaTwice: “Man that corona? If you even BREATHED in the air you were dead. Six feet under!” - me to my nieces &amp; nephews in 2040 htt…,zamundatwice man rona even breathed air dead six feet nieces amp nephews htt,76,-1
225,2020-05-26 20:24:40,"RT @PMSPUNJAB: It is with deep regret and profound sadness that we announce the death of our colleague Ejaz Ahmed ,PMS due to Corona Virus.…",pmspunjab deep regret profound sadness announce death lleague ejaz ahmed pms due corona virus,93,-1
226,2020-05-26 20:24:41,"RT @Kanseulir: Corona is not like your wife. Corona is your enemy, we have to cut the spreading of it. Do you want to sleep with corona?…",kanseulir corona like wife corona enemy cut spreading want sleep rona,69,0
227,2020-05-26 20:24:41,@owen_galt @NJGov Corona can be airborne moron. It's important to wear a mask,owen galt njgov corona airborne moron impo ant wear mask,56,-1
228,2020-05-26 20:24:41,RT @TomBasgen: I know just the city department that can tighten its belt to solve our corona woes. Dump every dime of the deficit on the co…,tombasgen know city depa ment tighten belt solve rona woes dump every dime deficit,82,0
229,2020-05-26 20:24:42,RT @ZamundaTwice: “Man that corona? If you even BREATHED in the air you were dead. Six feet under!” - me to my nieces &amp; nephews in 2040 htt…,zamundatwice man rona even breathed air dead six feet nieces amp nephews htt,76,-1
230,2020-05-26 20:24:42,"RT @greatpaul20: @pshegs #StopCovidLies
Do you know anyone, who knows anyone, who knows anyone that has Corona Virus?

Where are those with…",greatpaul pshegs stopcovidlies know anyone knows anyone knows anyone corona virus,81,0
231,2020-05-26 20:24:42,I can't wait for Li thani marra mon4ou 8 Mars ....wilayat el mahdiya 5aliya min corona :),wait li thani marra mon ou mars wilayat el mahdiya aliya min rona,65,0
232,2020-05-26 20:24:42,"RT @Wearethenews2: crazy corona graphic - USA deaths so far split into thirds - wtf
https://t.co/KX3wqVvyMy",wearethenews crazy rona graphic usa deaths far split thirds wtf kx wqvvymy,74,-1
233,2020-05-26 20:24:43,@emartinez78987 @KitemanArgues @TamaseseEdwin @BeckyJohnson222 @GreenbeltOutATX @Dietdee @bruce_barrett @LiamKav… https://t.co/8XbWu5b1uS,ema inez kitemanargues tamaseseedwin beckyjohnson greenbeltoutatx dietdee bruce barrett liamkav xbwu b us,105,0
234,2020-05-26 20:24:43,RT @carolecadwalla: Oh dear. Forget the dubious excursion on his wife’s birthday. Has Dom actually falsified the record of his own intellec…,carolecadwalla oh dear forget dubious excursion wife bi hday dom actually falsified rd intellec,95,0
235,2020-05-26 20:24:44,Prayers for everyone. Take care of yourselves!!,prayers everyone take care,26,0
236,2020-05-26 20:24:45,RT @TommyHicksGOP: “Americans will not accept arbitrarily and capricious rules to dictate our lives. The separation of powers built into ou…,tommyhicksgop americans accept arbitrarily capricious rules dictate lives separation powers built ou,100,-1
237,2020-05-26 20:24:45,"@atomic_phenom @AbramDolo @AdvoBarryRoux &amp; I also @some point was starting to believe th@ maybe it is a haux,until… https://t.co/zOjvz4fGYG",atomic phenom abramdolo advobarryroux amp also point sta ing believe th maybe haux zojvz fgyg,93,0
238,2020-05-26 20:24:46,"I am glad that you are fully recovered, BearCat. The AAC Mafia needs you. Please give Mrs. Bearcat my regards for p… https://t.co/1OBWEPIjQ4",glad fully vered bearcat aac mafia needs please give mrs bearcat regards p obwepijq,83,1
239,2020-05-26 20:24:46,"@AdrianCope7 @PaulHart1795 Highly advanced Research put an end to corona pandemic in days.
Only for highly educated… https://t.co/HOhyk8rmCh",adriancope paulha highly advanced research put end rona pandemic days highly educated hohyk rmch,96,1
240,2020-05-26 20:24:46,"RT @Satyanewshi: SP of Ujjain, Manoj Singh praying to Lord Mahakaal for helping India to overcome the Corona outbreak; but media won't show…",satyanewshi sp ujjain manoj singh praying lord mahakaal helping india corona outbreak media show,96,0
241,2020-05-26 20:24:47,"RT @TimesNow: Explosive Markaz report shows they ‘wilfully’ infected India, Maulana Saad’s defiance was ‘deliberate’ &amp; for 2 weeks they ‘br…",timesnow explosive markaz repo shows wilfully infected india maulana saad defiance deliberate amp weeks br,106,0
242,2020-05-26 20:24:47,"RT @MahmoodK69: This is coming from a man who jumped from one woman’s bed into another. 

The art of bed hopping taught to him by his MOTHE…",mahmoodk ming man jumped one woman bed another bed hopping taught mothe,71,0
243,2020-05-26 20:24:47,“Die of corona” aka live on a private island for the rest of his pathetic life,die rona aka live private island rest pathetic life,51,-1
244,2020-05-26 20:24:48,RT @SuperTwinerva: I am officially corona free. https://t.co/JaFkx36ymB,supertwinerva officially rona free jafkx ymb,44,1
245,2020-05-26 20:24:49,"RT @Sark_Royals: As The Official SarkNation Women's Wing, We Had Our Executives Meeting Yesterday 24/05/2020 To Discuss About Our Plans For…",sark royals official sarknation women wing executives meeting yesterday discuss plans,85,0
246,2020-05-27 05:47:22,"RT @KiranKS: 1) Why sudden aggression of China from the Tibet &amp; Aksai Chin sides against India in Ladakh?

Three reasons:
a) Divert from Co…",kiranks sudden aggression china tibet amp aksai chin sides india ladakh three reasons dive co,93,0
247,2020-05-27 05:47:23,"RT @vibhor_anand: Update: 

@CPDelhi initiates action against @IndianExpress Owner Vinit Goenka and It's Editor in Chief Raj Kumar Jha on m…",vibhor anand update cpdelhi initiates action indianexpress owner vinit goenka editor chief raj kumar jha,104,1
248,2020-05-27 05:47:24,im not even african-american and this video fucked up my whole day... i think corona a shitty way to go out but dam… https://t.co/klgdedJVA0,im even african american video fucked whole day think rona shitty way go dam klgdedjva,86,-1
249,2020-05-27 05:47:25,"RT @ECCMonline: #facemask #mouthcap #mundmaske #schutzmasken #mondkapje #gezichtmasker #Mascarilla #Corona #coronavirus 

3 layer 100% natu…",eccmonline facemask mouthcap mundmaske schutzmasken mondkapje gezichtmasker mascarilla corona ronavirus layer natu,114,0
250,2020-05-27 05:47:25,"RT @yadailymood_: corona virus will end soon, AMEN",yadailymood rona virus end soon amen,36,0
251,2020-05-27 05:47:26,PM’s Corona Relief Fund crosses Rs4bn mark https://t.co/wL0xzX5xea,pm corona relief fund crosses rs bn mark wl xzx xea,51,0
252,2020-05-27 05:47:26,"RT @project_umeed: Safe food ensures safety of the vulnerable families in need. Amidst the crisis, the compassion revolution is shaping the…",project umeed safe food ensures safety vulnerable families need amidst crisis mpassion revolution shaping,105,0
253,2020-05-27 05:47:28,Corona virus has caused cricket competitions to be cancelled. No alternative has been found. Even the MCC are stumped #wednesdaywit,corona virus caused cricket mpetitions cancelled alternative found even mcc stumped wednesdaywit,96,0
254,2020-05-27 05:47:28,RT @lAmLadyDon: This corona epidemic shows us the shortcomings of Nitish Government and it says that this government is playing a game of p…,lamladydon rona epidemic shows us sho mings nitish government says government playing game p,92,-1
255,2020-05-27 05:47:29,RT @WhenHeavenDrops: Come again? https://t.co/uMpijzV4zE,whenheavendrops come umpijzv ze,31,0
256,2020-05-27 05:48:12,"RT @pbhushan1: Sampat Saral on Corona Virus, Lockdown &amp; our Hanuman! https://t.co/lYS6VJiCX1",pbhushan sampat saral corona virus lockdown amp hanuman lys vjicx,65,0
257,2020-05-27 05:48:13,"What,s corona https://t.co/hfLCieYrIv",rona hflcieyriv,15,0
258,2020-05-27 05:48:14,@TimesNow @OfficeofUT After BJP kept away from power n due to Corona situation there were lots of such prisoners wh… https://t.co/HgYFyqHWaY,timesnow officeofut bjp kept away power n due corona situation lots prisoners wh hgyfyqhway,91,-1
259,2020-05-27 05:48:14,RT @GabbbarSingh: After killing Corona virus Indians rejoice https://t.co/gbgOiafWq5,gabbbarsingh killing corona virus indians rejoice gbgoiafwq,59,0
260,2020-05-27 05:48:14,"RT @atti_cus: BJP+hate media in overdrive to paint the incorrect picture that Maharashtra Government is doing a bad job. 

Do retweet and a…",atti cus bjp hate media overdrive paint rrect picture maharashtra government bad job retweet,92,-1
261,2020-05-27 05:48:14,RT @lAmLadyDon: This corona epidemic shows us the shortcomings of Nitish Government and it says that this government is playing a game of p…,lamladydon rona epidemic shows us sho mings nitish government says government playing game p,92,-1
262,2020-05-27 05:48:14,"Corona virus should not make us the children day, because it has been there and it will remain there even after cov… https://t.co/ZBPeZEnTH1",corona virus make us children day remain even v zbpezenth,57,0
263,2020-05-27 05:48:16,"RT @yadailymood_: corona virus will end soon, AMEN",yadailymood rona virus end soon amen,36,0
264,2020-05-27 05:48:16,"Will #Hollywood movies characterization change to small things instead of #Huge, for creating fear? Scary  movies l… https://t.co/ZjtgfF93EG",hollywood movies characterization change small things instead huge creating fear scary movies l zjtgff eg,105,-1
265,2020-05-27 05:48:16,RT @SanjeevSanskrit: This neechataa is now a locust attack or corona pandemic in Bharat. @noconversion has been creating so much awareness…,sanjeevsanskrit neechataa locust attack rona pandemic bharat nversion creating much awareness,93,1
266,2020-05-27 05:48:16,@astroehlein Why do you think he’s not resigned or been sacked? Because he’s the chief architect of both this faile… https://t.co/xmTONfwhQs,astroehlein think resigned sacked chief architect faile xmtonfwhqs,66,0
267,2020-05-27 05:48:16,"@GuptaRahul89 @PMOIndia @DefenceMinIndia @MPLadakh Not possible sir, due to crucial condition of corona , 
War can not be .....",guptarahul pmoindia defenceminindia mpladakh possible sir due crucial ndition rona war,86,-1
268,2020-05-27 05:48:17,"@ZeeNews @OfficeofUT CORONA-READY now?
Next is EASY-RULE+SOP
1
For FAST-Track+Record
&gt;ALL on HIGHWAY
MUST have WEEK… https://t.co/clgM5HGfBG",zeenews officeofut corona ready next easy rule sop fast track rd gt highway must week clgm hgfbg,96,1
269,2020-05-27 05:48:18,"RT @en_germany: While in April people still had to accept massive #restrictions, there are numerous #relaxations in May. What is important…",en germany april people still accept massive restrictions numerous relaxations may impo ant,91,0
270,2020-05-27 05:48:19,"RT @AnuragGhosle: #GeneralPromotionToMPStudents
M.P. Government planning to take exams. 
Le corona: https://t.co/6ddfCZrv6G",anuragghosle generalpromotiontompstudents p government planning take exams le rona ddfczrv g,92,0
271,2020-05-27 05:48:19,"RT @Supriya23bh: Prof Johan Giesecke to Mr @RahulGandhi : 

This is a disease that is spreading across the globe like a wildfire and almost…",supriya bh prof johan giesecke mr rahulgandhi disease spreading across globe like wildfire almost,97,0
